SIREN;Dénomination;SIRET;Code APE;Procédures collectives (type);Procédures collectives (date);Code postal;Date de création;Tranche effectifs;Catégorie juridique (Niveau I);Capital souscrit non appelé (I) (AA) 2016 (€);TOTAL (II) (net) (BJNET) 2016 (€);Matières premières, approvisionnements (net) (BLNET) 2016 (€);En cours de production de biens (net) (BNNET) 2016 (€);En cours de production de services (net) (BPNET) 2016 (€);Produits intermédiaires et finis (net) (BRNET) 2016 (€);Marchandises (net) (BTNET) 2016 (€);Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€);Clients et comptes rattachés (3) (net) (BXNET) 2016 (€);Autres créances (3) (net) (BZNET) 2016 (€);Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€);Valeurs mobilières de placement (net) (CDNET) 2016 (€);Disponibilités (net) (CFNET) 2016 (€);Charges constatées d'avance (3) (net) (CHNET) 2016 (€);TOTAL (III) (net) (CJNET) 2016 (€);Primes de remboursement des obligations (CM) 2016 (€);Ecarts de conversion actif (CN) 2016 (€);TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€);Capital social ou individuel (1) (DA) 2016 (€);Report à nouveau (DH) 2016 (€);RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€);TOTAL (I) (DL) 2016 (€);TOTAL(II) (DO) 2016 (€);TOTAL (III) (DR) 2016 (€);Autres emprunts obligataires (DT) 2016 (€);Emprunts obligataires convertibles (DS) 2016 (€);Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€);Emprunts et dettes financières divers (DV) 2016 (€);Avances et acomptes reçus sur commandes en cours (DW) 2016 (€);Dettes fournisseurs et comptes rattachés (DX) 2016 (€);Dettes fiscales et sociales (DY) 2016 (€);Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€);Autres dettes (EA) 2016 (€);dont comptes courants d'associés de l'exercice N (EA2) 2016 (€);Produits constatés d'avance (EB) 2016 (€);TOTAL (IV) (EC) 2016 (€);TOTAL GENERAL (I à V) (EE) 2016 (€);(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€);Chiffre d'affaires net (France) (FJ) 2016 (€);Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€);Chiffre d'affaires net (Total) (FL) 2016 (€);Subventions d'exploitation (FO) 2016 (€);Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€);Total des produits d'exploitation (2) (I) (FR) 2016 (€);Achats de marchandises (y compris droits de douane) (FS) 2016 (€);Variation de stock (marchandises) (FT) 2016 (€);Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€);Variation de stock (matières premières et approvisionnements) (FV) 2016 (€);Autres achats et charges externes (3) (6 bis) (FW) 2016 (€);Impôts, taxes et versements assimilés (FX) 2016 (€);Salaires et traitements (FY) 2016 (€);Charges sociales (10) (FZ) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€);Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€);Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€);Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€);Autres charges (12) (GE) 2016 (€);Total des charges d'exploitation (4) (II) (GF) 2016 (€);1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€);Total des produits financiers (V) (GP) 2016 (€);Intérêts et charges assimilées (GR) 2016 (€);Total des charges financières (VI) (GU) 2016 (€);Dotations financières aux amortissements et provisions (GQ) 2016 (€);Reprises sur provisions & transferts de charges (GM) 2016 (€);Total des produits exceptionnels (VII) (HD) 2016 (€);Reprises sur provisions & transferts de charges (HC) 2016 (€);Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€);Total des charges exceptionnelles (VIII) (HH) 2016 (€);4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€);5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€);Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€);Impôts sur les bénéfices (HK) 2016 (€);Clients douteux ou litigieux - Montant brut (VA) 2016 (€);Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€);Impôts sur les bénéfices - Montant brut (8E) 2016 (€);T.V.A. - Montant brut (VW) 2016 (€);Emprunts remboursés en cours d’exercice (VK) 2016 (€);Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€);Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€);Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€);Effets portés à l’escompte et non échus (YS) 2016 (€);Sous‐traitance (YT) 2016 (€);Effectif moyen du personnel (YP) 2016;Ecarts de conversion passif (V) (ED) 2016 (€);Production stockée (FM) 2016 (€);Production immobilisée (FN) 2016 (€);(3) Dont Crédit-bail mobilier (HP) 2016 (€);(3) Dont Crédit-bail immobilier (HQ) 2016 (€);3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€);Ville;Nombre de mois de l'exercice comptable 2016;Notation NOTA-PME 2016
523098614;V.M.C.;52309861400028;8230Z;;;92250;01/06/2010;De 1 à 2 salariés;Société commerciale;0;78;0;0;0;0;0;336;4771313;1294451;25000;0;3785;76369;6171253;0;0;6171331;50000;21516;4107;76755;0;0;0;0;149;33584;0;5288093;14051;0;605201;0;153498;6094576;6171331;149;10185783;0;10185783;0;196;10185983;0;0;0;0;10032389;623;22959;7761;0;0;0;0;45;10063777;122207;0;66;66;0;0;9513679;0;0;9628978;-115299;4107;0;2735;0;7001;2735;818;0;0;0;0;0;0;0;0;0;0;0;0;122141;LA GARENNE-COLOMBES;12;3,6
414992727;MICHEL ET TRANSPORTEURS ASSOCIES M T A;41499272700019;5229B;;;54710;12/11/1997;0 salarié pendant l'année;Société commerciale;0;0;0;0;0;0;0;0;2173477;876772;0;0;1510085;0;4560335;0;0;4560335;24000;287293;10598;324291;0;0;0;0;25;0;0;3668526;339031;0;228460;0;0;4236043;4560335;0;20637989;23532;20661522;0;5098;20666621;0;0;0;0;20643402;2771;0;0;0;0;3730;0;2033;20651937;14683;1254;40;40;0;0;0;0;0;0;0;10598;0;5299;0;0;0;339031;0;0;0;0;0;19874737;0;0;0;0;0;0;15897;FLEVILLE-DEVANT-NANCY;12;4,3
480739127;SETI-TEC;48073912700045;2562B;;;77090;03/01/2005;De 20 à 49 salariés;Société commerciale;0;208411;0;637152;0;3857534;0;8785;8902717;6796701;0;0;0;73992;20276881;0;0;20485292;55500;0;9744783;14694333;0;645304;0;0;0;0;1040670;3007999;1044100;0;0;0;1144;5093913;20485292;0;19408361;16648837;36057198;0;1053035;36521419;0;0;14496466;0;1740290;473528;2168279;1060611;75030;0;1064175;645304;658;21724340;14797079;267101;755;257907;0;192760;29645;0;0;1419;28226;9744783;0;5089717;0;0;0;0;0;0;0;0;0;0;0;51742;-588866;0;0;0;14806274;COLLEGIEN;12;8,3
314153446;DUBOT BOIS ET SCIERIES;31415344600013;1610A;;;63380;01/01/1978;De 20 à 49 salariés;Société commerciale;0;5167069;9045904;0;0;1032621;0;26940;902023;665136;0;0;1428;14011;11688063;0;0;16855132;2258256;0;604329;7451744;0;0;0;0;4834659;1366117;0;2562116;347953;220668;71875;0;0;9403388;16855132;442419;11524988;2188589;13713577;11714;57620;13981354;0;0;6835488;485575;2799447;242752;1598411;592380;472756;0;5073;0;7949;13039831;941523;243;194734;194734;0;0;84803;26064;0;0;84803;604329;0;227506;26886;169963;0;74335;2783386;0;0;0;0;0;49;0;129184;69222;484504;11187;747032;SAINT-AVIT;12;5,4
418120531;MERSEN FRANCE LA MURE SAS;41812053100029;2825Z;;;38350;09/03/1998;De 50 à 99 salariés;Société commerciale;0;8104267;858198;1117591;0;1131140;0;1006539;2013820;760018;0;0;185156;7513;7079974;0;14320;15198561;493500;7629538;1401139;10165658;0;58645;0;0;0;0;137073;2884938;917994;0;1029097;0;0;4969103;15198561;0;1826509;14157497;15984006;0;3459;16726656;815039;61220;3661279;-122444;7061769;191524;1908096;854549;380492;0;47650;29220;167784;15056179;1670477;320527;3090;133838;14320;15850;57112;57112;1454;3003;54109;1401139;87811;422325;0;254859;0;0;0;0;0;0;0;0;54;5155;643971;95197;0;0;1857166;LA MURE;12;6,9
519602684;CDVI;51960268400010;2790Z;;;93500;20/01/2010;De 20 à 49 salariés;Société commerciale;0;1022189;3573773;0;0;0;0;0;3261293;764537;0;0;80924;12023;7692550;0;0;8714739;126000;2465440;609640;3213680;0;0;0;0;579884;123;0;4345940;315952;0;259160;0;0;5501059;8714739;421596;10441368;6258635;16700003;3456;118231;16821767;0;0;7826258;-342679;5485101;181449;1804049;809448;54016;0;0;0;281244;16098886;722881;68200;77797;151183;0;0;29801;0;0;475;29326;609640;0;59584;0;153878;0;0;58025;0;0;0;0;3188236;44;0;0;0;0;0;639898;PANTIN;12;5,1
316944248;SOC EXPL TRANSPORTS AUDUREAU;31694424800020;4941A;;;85250;01/01/1979;De 100 à 199 salariés;Société commerciale;0;1353299;162313;0;0;0;0;0;2284119;1648830;0;0;246950;20400;4362614;0;0;5715913;300000;0;410488;2257435;0;0;0;0;687843;93759;0;869794;1804748;0;2332;0;0;3458478;5715913;9951;13448384;0;13448384;5813;198932;13653142;0;0;2751748;-91713;5178045;302146;3932007;1131285;407338;0;0;0;22;13610881;42261;5780;20583;20583;0;0;1074074;331356;20996;583119;490954;410488;26145;81780;0;0;0;0;792740;0;0;0;0;0;0;0;0;0;25541;0;27458;SAINT-FULGENT;12;5
391448552;AUTO RC / AUTO SERVICE DU PARTICULIER;39144855200052;4511Z;;;67800;01/06/1993;De 10 à 19 salariés;Société commerciale;0;110085;0;0;5265;0;1769404;60155;211210;818035;0;0;195;5448;2869712;0;0;2979797;440300;0;108987;972197;0;42054;0;0;25230;15316;115865;1642043;164010;0;3084;0;0;1965547;2979797;25230;8704269;0;8704269;4064;44511;8758220;7558631;-391381;0;0;701420;61986;429139;162089;14759;0;37092;13645;198;8587578;170642;0;4506;4506;0;0;0;0;0;0;0;108987;0;57148;262;67172;0;49771;0;0;0;0;0;295369;14;0;5265;0;0;0;166135;BISCHHEIM;12;5
692034945;TREMCO ILLBRUCK PRODUCTION;69203494500117;2030Z;Jugement modifiant le plan de continuation;05/10/2008;67205;01/01/1969;De 20 à 49 salariés;Société commerciale;0;620619;572823;79507;0;186971;60331;0;1965857;351350;0;0;499;94588;3311927;0;106;3932652;135000;-578286;-347158;-774519;0;704969;0;0;0;1570626;0;1366930;580404;0;423333;0;60909;4002202;3932652;0;3459190;11667934;15127124;0;207760;15404458;679442;-10450;10024285;143406;2502333;182440;1325111;566804;112725;0;31083;273162;22995;15853336;-448878;18561;79933;96204;106;716;92045;66062;0;0;92045;-347158;0;-87318;27381;208299;0;57389;0;0;0;0;0;71132;25;0;69573;0;0;276137;-526521;OBERHAUSBERGEN;12;3
441029337;FG AUTOMOBILES ARRAS;44102933700025;4511Z;;;62000;01/03/2002;De 10 à 19 salariés;Société commerciale;0;134563;0;0;0;11199;2818413;0;549235;427289;0;176;404149;1120;4211581;0;0;4346144;500000;0;309132;1223789;0;0;0;0;612;0;309364;2506757;195343;0;77117;0;33162;3122355;4346144;0;0;0;12583212;0;0;12677350;11602915;-897597;6680;0;703577;48997;459892;161965;0;0;0;0;1988;12215366;461984;8422;0;13479;0;0;0;0;0;2364;-2364;309132;0;145431;0;0;0;0;0;0;0;0;0;0;0;0;-9376;0;0;0;456927;ARRAS;12;6
377945233;PROACTIS SA;37794523300080;6311Z;;;92150;19/04/1990;De 10 à 19 salariés;Société commerciale;0;36571000;0;0;0;0;0;0;1909000;1792000;0;146000;3446000;252000;7545000;0;1000;44117000;13635000;-33541000;-21339000;7618000;0;76000;0;0;0;30796000;0;980000;2469000;0;0;0;2154000;36399000;44117000;0;3156000;10490000;13646000;0;64000;13733000;80000;0;0;0;3289000;164000;2790000;951000;57000;11353000;0;0;6573000;25257000;-11523000;831000;352000;11566000;11025000;0;1870000;1870000;70000;832000;1037000;-21339000;0;118000;0;342021;0;1511500;0;0;0;0;0;0;0;23000;0;0;0;0;-22258000;SURESNES;12;2,6
812752541;QUENTHIDIS;81275254100019;4711D;;;42300;01/09/2015;De 20 à 49 salariés;Société commerciale;0;15000;0;0;0;0;0;705591;0;27941;648193;0;75453;13746;1470925;0;0;1485925;8000;0;78611;86611;0;31729;0;0;1000;0;0;841986;524599;0;0;0;0;1367585;1485925;0;12102656;-13397;12089259;0;33537;12122860;10916216;-725920;0;0;745354;158405;996692;327272;0;0;22362;31729;3211;12475320;-352460;0;765;765;0;0;466000;0;0;26400;439600;78611;0;7765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-353224;ROANNE;12;5,3
315873513;PROVENCE TP;31587351300032;4291Z;;;13500;01/01/1979;De 20 à 49 salariés;Société commerciale;0;707372;0;14036142;0;0;0;0;1078966;2409889;0;0;624379;25709;18175085;0;0;18882457;400000;0;362281;814413;0;190000;0;0;543446;2267;0;3117446;254336;0;13960549;0;0;17878044;18882457;104880;10813046;0;10813046;0;164552;12297657;0;0;3535918;0;5890184;107942;1213427;715990;202015;0;3646;0;6985;11676108;621549;728;20809;20809;0;0;10662;0;25433;122654;-111992;362281;0;127196;437169;125695;0;110371;357397;0;0;0;0;0;0;0;1318270;0;397658;0;601469;MARTIGUES;12;5,5
351146212;[SI]LICIUM;35114621200060;4120B;;;63170;12/06/1989;De 3 à 5 salariés;Société commerciale;0;121105;0;0;0;0;0;0;962245;53797;0;500000;145253;32871;1706516;0;0;1827621;70000;0;204388;1338563;0;8775;0;0;39363;0;28215;113931;298774;0;0;0;0;480283;1827621;0;1318015;0;1318015;0;0;1341224;0;0;0;0;387390;16044;402963;147913;0;0;0;0;13;1033772;307451;5021;0;683;0;0;6397;0;0;26299;-19903;204388;0;87499;1189544;0;0;0;26145;0;0;0;0;0;0;0;-21050;0;0;0;311790;AUBIERE;12;8,3
552015570;REGULATEURS GEORGIN;55201557000104;2651B;;;92320;01/01/1985;De 50 à 99 salariés;Société commerciale;0;2899218;2306013;17712;0;535712;168939;5363;2869810;408981;0;0;766196;86389;7165115;0;0;10064333;850540;2977454;362645;6482573;132982;17787;0;0;1624760;2400;99560;676458;1023762;0;4052;0;0;3430992;10064333;0;6771468;3606504;10377972;14646;250446;10692688;647781;-25515;1681255;182703;2164670;312882;3348573;1453542;221958;0;259341;0;2539;10249729;442959;339608;390140;391700;0;330474;172305;141367;36214;241953;-69648;362645;0;-41426;9505;432675;0;71641;451532;0;0;0;0;0;0;0;32848;16776;0;0;390867;CHATILLON;12;5,2
411492754;CASH PRIMEURS;41149275400030;4631Z;;;20620;01/04/1997;De 20 à 49 salariés;Société commerciale;0;802815;0;0;0;0;91763;0;850208;106180;0;1500000;3230390;45348;5823890;0;0;6626705;37000;2675133;1061384;4593620;0;6500;0;0;267090;976454;0;455507;280991;0;46543;0;0;2026584;6626705;0;10493445;0;10493445;0;55199;10548723;6659562;18175;275;0;1047621;96117;778797;221471;231229;0;9004;0;8753;9071004;1477720;50638;2790;2790;0;0;118856;0;0;113527;5330;1061384;0;469514;0;93048;0;1248;91792;0;0;0;0;1180;33;0;0;0;0;0;1525568;BIGUGLIA;12;8,4
439360249;NOBODY;43936024900015;5610A;;;06400;25/09/2001;De 50 à 99 salariés;Société commerciale;0;1900338;140956;0;0;0;0;0;18755;1504340;0;0;282649;25751;1972455;0;0;3872794;200000;490104;816717;1526822;0;9110;0;0;1034411;0;2400;418778;849052;0;32219;0;0;2336861;3872794;0;8691922;0;8691922;500;72632;8767006;0;0;2306640;-12348;1166297;335772;2813027;735440;240463;0;0;0;15552;7600845;1166160;25766;20133;20133;0;0;75460;0;31597;45634;29826;816717;107259;277643;18756;0;0;0;203855;0;0;0;0;0;50;0;0;0;0;0;1171793;CANNES;12;7,5
434992616;ASPOCK FRANCE;43499261600038;4669A;;;69480;01/03/2001;De 10 à 19 salariés;Société commerciale;0;1296684;1431140;0;0;0;0;4824;1682139;142497;0;0;1173836;37826;4472264;0;0;5768947;38200;846763;569276;1479272;0;52320;0;0;731949;0;0;3088769;379694;0;36943;0;0;4237355;5768947;0;0;0;0;0;0;8785703;6522890;-635325;0;0;667860;50129;866446;319649;0;0;0;0;745;1362444;867833;7121;0;595;0;0;0;0;0;0;0;569276;0;305083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;874359;POMMIERS;12;2
441453545;GUICHON VALVES;44145354500028;2814Z;;;73000;13/03/2002;De 50 à 99 salariés;Société commerciale;0;1779160;773325;1288018;0;59310;0;3097;2175562;933351;0;348430;899379;57880;6538356;0;0;8317516;608946;0;406908;3202139;0;357152;0;0;1694411;98326;1126639;823491;589773;0;400799;0;0;4733441;8317516;0;2050025;8158927;10208952;0;829374;10745140;0;0;2916070;-22624;2659833;169448;2561028;1209779;339504;0;480514;166534;30542;10510632;234507;93341;23297;42444;0;0;103708;16011;0;66808;36899;406908;11411;-96016;0;299562;0;1714;410631;0;0;0;0;0;0;24783;-294870;0;0;0;285404;CHAMBERY;12;5,7
491434965;NIBE FOYERS FRANCE;49143496500027;4674B;;;38121;01/06/2006;De 10 à 19 salariés;Société commerciale;0;206993;0;0;0;0;966570;0;801990;154502;0;0;383445;117391;2423897;0;0;2630890;37000;1509271;206298;1756269;0;0;0;0;7950;0;0;413920;307647;0;99674;0;45426;874617;2630890;0;0;0;8359697;0;36140;8431266;5121644;290163;0;0;1407569;50207;774367;352727;0;110514;0;0;1315;8108506;322759;95;12996;12996;0;94;996;0;0;0;996;206298;0;104556;68272;94542;0;99938;0;0;0;0;0;0;0;5;0;33560;0;0;309858;REVENTIN-VAUGRIS;12;5,7
309422632;SALAISONS DEBROAS;30942263200021;1013A;;;07110;01/01/1964;De 20 à 49 salariés;Société commerciale;0;1267808;0;0;0;0;28594;0;522115;825040;0;0;93962;14804;1484514;0;0;2752323;100000;-19041;70692;634568;0;4500;0;0;348283;767660;0;749498;224516;0;23299;0;0;2113255;2752323;0;9031086;377856;9408942;19649;23111;9452007;1158219;-2139;4740158;0;2186143;34006;716761;200035;212105;0;0;4500;169398;9419186;32821;77;25008;25008;0;0;95893;0;0;17432;78461;70692;0;15659;0;77088;0;61979;108387;0;0;0;0;0;0;0;0;0;0;0;7890;LARGENTIERE;12;4,8
439166471;MANDARINE;43916647100052;4110A;;;69340;12/09/2001;De 3 à 5 salariés;Société commerciale;0;9562;786185;482814;0;0;0;0;852533;1606094;0;0;142715;3557;3873898;0;0;3883460;8000;0;27901;346860;0;96000;0;0;626434;1358053;0;866013;254212;0;20235;0;315652;3440599;3883459;0;2488711;0;2488711;0;15091;2504011;1873372;0;0;0;194722;9184;102089;43664;6301;0;0;0;4;2229332;274679;554;123401;123401;0;0;4402;0;56000;127733;-123331;27901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151236;FRANCHEVILLE;12;5
418489704;JCE BIOTECHNOLOGY;41848970400027;3250A;;;03270;01/12/1997;De 20 à 49 salariés;Société commerciale;0;587070;190381;474062;0;0;265606;0;2203601;210586;0;0;1169021;66242;4579499;0;0;5166569;202500;0;194987;3147152;0;0;0;0;557716;1317;108000;628322;471198;10550;46094;0;196220;2019417;5166569;0;7081746;797087;7878833;37000;60719;7933059;1195884;-87949;1730300;21601;2554383;92302;1483912;553705;107518;0;0;0;12250;7663906;269153;865;5217;5217;0;0;653981;0;0;656815;-2834;194987;0;66979;0;183281;0;139976;51000;0;0;0;0;0;0;0;-43564;0;0;0;264800;HAUTERIVE;12;5,6
479965980;SAUVYNA;47996598000028;4711D;;;58000;16/12/2004;De 20 à 49 salariés;Société commerciale;0;345989;0;0;0;0;0;0;0;80616;0;0;1330;0;81946;0;0;427934;64000;0;7043;262996;0;0;0;0;0;158945;0;5993;0;0;0;0;0;164938;427934;0;0;0;0;0;0;0;0;0;0;0;6134;0;0;0;0;0;0;0;0;6134;-6134;11976;668;668;0;0;0;0;0;0;0;7043;0;-1869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5174;CHALLUY;12;5,6
353172257;SDP ENGINEERING;35317225700050;4332B;;;77173;20/12/1989;De 50 à 99 salariés;Société commerciale;0;432778;6643;0;14392;0;0;21108;2279829;652868;0;0;80821;8900;3064560;0;0;3497338;50000;632136;274934;1121041;0;0;0;0;225412;146940;0;1069765;934180;0;0;0;0;2376297;3497338;0;7591859;0;7591859;0;16056;7608712;0;0;2737418;22447;2242384;62925;1368378;597505;82317;0;68634;0;0;7182008;426705;0;10709;10709;0;0;41921;0;666;83519;-41598;274934;0;99463;0;0;0;0;0;0;0;0;0;0;0;0;798;0;0;0;415995;CHEVRY-COSSIGNY;12;5,6
445750037;CATHELAIN;44575003700019;2594Z;;;59670;01/01/1900;De 50 à 99 salariés;Société commerciale;0;1318704;1600906;0;0;26165;0;0;896000;161655;0;0;2283859;65593;5035115;0;0;6353819;1000000;0;330756;3724829;0;0;0;0;1200267;25125;6231;620286;640047;83324;53711;0;0;2628991;6353819;0;7309311;1796525;9105837;1953;132481;9242115;0;0;2302318;169684;2304660;205077;2361882;920425;461299;0;32801;0;5830;8763977;478138;5992;33468;33482;0;0;6430;0;0;4531;1899;330756;0;106507;0;0;0;0;128569;0;0;0;0;0;0;0;1844;0;0;0;450648;BAVINCHOVE;12;6,6
537463077;IMAGERIE MEDICALE DU TRIANGLE;53746307700017;8622A;;;52100;18/10/2011;De 20 à 49 salariés;Société commerciale;0;3314530;0;0;0;0;0;0;407157;205532;0;0;214503;95092;922284;0;0;4236814;96500;0;765543;1218075;0;0;0;0;1641595;570010;0;284746;299657;0;222728;0;0;3018738;4236814;1816;10242119;0;10242119;3866;900;10269763;0;0;115773;0;4477765;276091;3401106;387855;379436;0;36246;0;29781;9104056;1165707;0;10615;10615;0;0;0;0;13;46275;-46275;765543;0;343273;0;0;0;0;874761;0;0;0;0;0;0;0;0;0;0;0;1155091;SAINT-DIZIER;12;6,9
316590256;SOC GEST TUNNEL MONT BLANC;31659025600012;7830Z;;;74400;01/01/1979;De 100 à 199 salariés;Société commerciale;0;0;0;0;0;0;0;0;1669851;913918;0;0;384722;0;2968491;0;0;2968491;16500;370555;146442;535148;0;0;0;0;0;0;0;565510;1169757;0;698076;0;0;2433343;2968491;0;7169668;0;7169668;0;0;7290445;0;0;0;0;337382;158866;4312690;2335840;0;0;0;0;24;7144803;145642;0;0;0;0;0;0;0;0;0;0;146442;0;-800;0;553254;0;277092;0;0;0;0;0;0;104;0;0;0;0;0;145642;CHAMONIX-MONT-BLANC;12;5
333926038;CLIMSANIT;33392603800014;4322B;"Dépôt de l'état des créances
Jugement de conversion en liquidation judiciaire
Jugement arrêtant un plan de cession
Jugement d'ouverture d'une procédure de redressement judiciaire";"04/02/2021
04/03/2020
04/03/2020
17/07/2019";01000;01/11/1985;De 50 à 99 salariés;Société commerciale;0;380278;82002;0;0;0;0;1071;1809080;624682;0;198018;321800;31945;3068601;0;0;3448880;100000;0;28723;784157;0;0;0;0;362236;454385;50167;1032697;623718;21518;119998;0;0;2664722;3448880;2443;6958023;0;6958023;0;51315;7009657;0;0;2429250;-19207;2950716;65717;1263701;560772;97927;0;20037;0;118;7369033;-359375;6617;13982;146212;132230;0;508733;0;0;44535;464198;28723;0;-63496;23898;0;0;0;184440;0;0;0;0;0;0;0;0;0;8911;0;-498971;BOURG-EN-BRESSE;12;4
312857048;PNEUS EUROPE SERVICES;31285704800077;4531Z;;;36330;01/01/1978;De 20 à 49 salariés;Société commerciale;0;550042;0;0;0;0;1355726;1867;1102406;189986;0;0;2613025;15998;5279011;0;0;5829053;8000;0;261161;3637937;0;0;0;0;112814;890881;22287;741795;370404;0;52932;0;0;2191116;5829053;0;8295341;6103;8301445;0;138781;8440648;5686007;127246;0;0;645578;89740;1016958;365554;91329;0;61067;0;4460;8087942;352705;47445;18883;18883;0;0;9731;0;0;36099;-26368;261161;0;93738;244077;124264;31301;43833;28674;0;0;0;0;6457;35;0;0;0;0;0;381267;LE POINCONNET;12;
408370740;SOCIETE DE LA MOBILITE DE L'AGGLOMERATION TOULOUSAINE / SMAT;40837074000032;7112B;;;31000;11/07/1996;De 50 à 99 salariés;Société commerciale;0;1004384;0;0;0;0;190000;0;872958;1525498;0;2541236;10228683;14612;15372986;0;0;16377371;3075300;-47195;88322;4456902;0;644254;0;0;0;0;8000;1474351;1306997;1730;8469829;0;15308;11276215;16377371;0;5835434;0;5835434;0;9428;5844897;0;0;0;0;1287592;172843;2754260;1330190;154502;0;0;0;19;5699406;145491;10811;758;758;0;0;16686;0;0;6880;9806;88322;55117;21911;0;391115;19811;386169;0;0;0;0;0;0;0;0;0;0;0;0;155544;TOULOUSE;12;6,7
439831041;SOCIETE DE COURTAGE DES BARREAUX / S C B;43983104100033;6622Z;;;13100;12/10/2001;De 20 à 49 salariés;Société commerciale;0;3328277;0;0;0;0;0;3174;285825;381311;0;300000;1537750;26385;2534445;0;0;5862722;465850;0;986906;3644737;0;0;0;0;0;2400;0;171059;859248;55859;1128969;0;449;2217985;5862722;0;6259565;0;6259565;0;31926;6294941;0;0;4434;0;1263464;357469;1951209;955856;206561;14716;0;0;44754;4798464;1496477;7146;13932;13932;0;0;8438;0;0;33032;-24594;986906;0;478191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1489691;AIX-EN-PROVENCE;12;8,4
489873034;FLEXIM INTERIM / VIADELI JOB CENTER;48987303400073;7820Z;;;32000;02/05/2006;0 salarié à la fin de l'année;Société commerciale;0;23157;0;0;0;0;0;0;550836;112899;0;0;444254;1918;1109907;0;0;1133064;7500;0;101711;276331;0;0;0;0;5116;0;0;312495;513377;0;25745;0;0;856734;1133064;3;2057184;0;2057184;0;481274;2538460;0;0;0;0;605117;50440;1443318;332809;3980;0;0;0;4;2435667;102793;0;199;199;0;0;0;0;0;0;0;101711;0;882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102593;AUCH;12;6,3
493893812;SERGE HEITZ AUTOMOBILE CONSULTING;49389381200039;4511Z;;;33950;16/12/2006;De 3 à 5 salariés;Société commerciale;0;157222;0;0;0;0;2648000;0;68640;247123;0;0;706089;483286;4153138;0;0;4310361;10000;0;359641;1766584;0;0;0;0;61382;2237120;0;67109;145166;0;33000;0;0;2543777;4310361;13551;5240898;5512090;10752988;0;543;10757843;8607070;258424;0;0;565962;80853;447404;147193;31337;0;0;0;2362;10140605;617237;0;61914;61914;0;0;20833;0;0;13982;6851;359641;0;202534;0;86911;12855;28834;5842;0;0;0;0;0;4;0;0;0;35612;0;555324;LEGE-CAP-FERRET;12;5,7
429541394;JL-LOISEL / JARDINS LOISIRS;42954139400079;4661Z;;;61000;01/03/2000;De 20 à 49 salariés;Société commerciale;0;223912;0;3991;0;0;1684278;1109;409647;449233;0;0;94717;6341;2649316;0;0;2873227;2050000;-36595;-55329;2054677;0;0;0;0;78619;0;17425;361825;360683;0;0;0;0;818551;2873227;46041;7735008;0;7735008;2378;257299;7983610;5039742;602900;73025;0;564445;70589;1088777;407214;33412;0;129251;0;13223;8022577;-38967;288;8367;8367;0;0;376532;153410;200833;384814;-8282;-55329;0;0;16629;127260;0;97622;622078;0;0;0;0;25816;35;0;-13272;0;15762;0;-47047;CERISE;12;4,3
